id,time,temperature,humidity
6,2021-09-15 12:56:09,-7.17,63
8,2021-09-15 12:56:09,38.09,48
2,2021-09-15 12:57:57,37.43,69
5,2021-09-15 12:57:57,-3.52,94
6,2021-09-15 12:57:57,8.85,53
7,2021-09-15 12:57:57,42.33,69
9,2021-09-15 12:57:57,48.71,45
10,2021-09-15 12:57:57,-1.32,45
1,2021-09-15 12:58:26,44.99,65
3,2021-09-15 12:58:26,35.35,64
4,2021-09-15 12:58:26,5.56,57
5,2021-09-15 12:58:26,-8.31,68
9,2021-09-15 12:58:26,23.71,79
2,2021-09-15 12:58:32,15.38,46
3,2021-09-15 12:58:32,-7.47,57
6,2021-09-15 12:58:32,33.54,50
7,2021-09-15 12:58:32,46.23,74
10,2021-09-15 12:58:32,40.03,50
1,2021-09-15 13:00:18,11.1,63
5,2021-09-15 13:00:18,25.0,57
10,2021-09-15 13:00:18,41.58,88
5,2021-09-15 13:00:53,0.81,41
6,2021-09-15 13:00:53,13.22,51
7,2021-09-15 13:00:53,13.83,83
9,2021-09-15 13:00:53,36.56,50
10,2021-09-15 13:00:53,47.3,40
1,2021-09-15 13:02:22,46.99,91
2,2021-09-15 13:02:22,30.73,46
3,2021-09-15 13:02:22,21.28,76
4,2021-09-15 13:02:22,49.6,89
6,2021-09-15 13:02:22,-2.12,82
9,2021-09-15 13:02:22,37.24,64
1,2021-09-15 13:03:33,39.79,85
7,2021-09-15 13:03:33,49.35,63
8,2021-09-15 13:03:33,22.71,80
1,2021-09-15 13:05:05,29.19,73
2,2021-09-15 13:05:05,17.65,64
4,2021-09-15 13:05:05,50.42,93
7,2021-09-15 13:05:05,45.92,51
8,2021-09-15 13:05:05,17.17,81
10,2021-09-15 13:05:05,14.09,69
3,2021-09-15 13:06:06,44.23,40
7,2021-09-15 13:06:06,-7.27,67
9,2021-09-15 13:06:06,1.63,52
10,2021-09-15 13:06:06,8.01,61
2,2021-09-15 13:06:16,49.04,65
3,2021-09-15 13:06:16,41.11,83
5,2021-09-15 13:06:16,-9.87,84
6,2021-09-15 13:06:16,45.12,70
8,2021-09-15 13:06:16,27.97,53
2,2021-09-15 13:07:09,28.4,84
4,2021-09-15 13:07:09,23.74,47
6,2021-09-15 13:07:09,46.36,81
7,2021-09-15 13:07:09,21.38,91
9,2021-09-15 13:07:09,-7.99,79
1,2021-09-15 13:07:58,30.26,42
4,2021-09-15 13:07:58,43.5,57
6,2021-09-15 13:07:58,46.43,54
8,2021-09-15 13:07:58,50.93,66
9,2021-09-15 13:07:58,22.52,56
2,2021-09-15 13:08:55,15.84,47
4,2021-09-15 13:08:55,-6.76,79
5,2021-09-15 13:08:55,38.65,41
6,2021-09-15 13:08:55,34.48,85
1,2021-09-15 13:09:06,43.85,45
2,2021-09-15 13:09:06,47.66,51
4,2021-09-15 13:09:06,4.06,74
8,2021-09-15 13:09:06,-8.7,50
2,2021-09-15 13:09:29,45.0,93
3,2021-09-15 13:09:29,17.58,88
7,2021-09-15 13:09:29,40.34,91
5,2021-09-15 13:10:54,12.23,46
6,2021-09-15 13:10:54,2.98,89
7,2021-09-15 13:10:54,26.06,76
9,2021-09-15 13:10:54,5.56,49
10,2021-09-15 13:10:54,44.37,83
1,2021-09-15 13:12:10,4.77,51
3,2021-09-15 13:12:10,2.32,43
4,2021-09-15 13:12:10,47.89,57
5,2021-09-15 13:12:10,23.28,85
9,2021-09-15 13:12:10,5.8,47
4,2021-09-15 13:12:33,5.53,45
5,2021-09-15 13:12:33,35.31,57
8,2021-09-15 13:12:33,32.7,94
10,2021-09-15 13:12:33,36.9,71
1,2021-09-15 13:13:28,7.96,71
3,2021-09-15 13:13:28,-2.7,61
4,2021-09-15 13:13:28,-8.96,77
5,2021-09-15 13:13:28,49.26,73
7,2021-09-15 13:13:28,28.87,95
8,2021-09-15 13:13:28,15.21,53
10,2021-09-15 13:13:28,24.37,83
2,2021-09-15 13:13:36,3.19,81
3,2021-09-15 13:13:36,35.01,73
4,2021-09-15 13:13:36,-4.21,40
7,2021-09-15 13:13:36,6.57,68
8,2021-09-15 13:13:36,23.4,61
10,2021-09-15 13:13:36,-8.37,57
1,2021-09-15 13:14:03,9.88,45
3,2021-09-15 13:14:03,18.42,59
4,2021-09-15 13:14:03,43.53,81
5,2021-09-15 13:14:03,21.8,51
6,2021-09-15 13:14:03,48.74,43
9,2021-09-15 13:14:03,19.55,48
10,2021-09-15 13:14:03,30.35,52
4,2021-09-15 13:14:56,-5.37,40
5,2021-09-15 13:14:56,46.86,44
3,2021-09-15 13:16:48,23.29,59
4,2021-09-15 13:16:48,43.87,60
6,2021-09-15 13:16:48,27.94,44
7,2021-09-15 13:16:48,25.54,88
10,2021-09-15 13:16:48,34.26,94
1,2021-09-15 13:18:18,-9.46,91
5,2021-09-15 13:18:18,9.86,80
6,2021-09-15 13:18:18,3.59,47
8,2021-09-15 13:18:18,48.9,71
9,2021-09-15 13:18:18,9.74,93
2,2021-09-15 13:19:07,-7.29,42
5,2021-09-15 13:19:07,13.0,43
6,2021-09-15 13:19:07,11.69,48
8,2021-09-15 13:19:07,18.79,62
9,2021-09-15 13:19:07,24.1,83
10,2021-09-15 13:19:07,12.78,43
1,2021-09-15 13:20:28,-6.18,55
2,2021-09-15 13:20:28,8.94,85
3,2021-09-15 13:20:28,37.08,83
5,2021-09-15 13:20:28,45.6,73
8,2021-09-15 13:20:28,34.09,45
10,2021-09-15 13:20:28,35.99,83
2,2021-09-15 13:21:03,10.11,95
5,2021-09-15 13:21:03,41.28,52
6,2021-09-15 13:21:03,25.65,67
7,2021-09-15 13:21:03,19.36,50
8,2021-09-15 13:21:03,-2.1,43
2,2021-09-15 13:22:22,26.53,49
3,2021-09-15 13:22:22,4.12,76
4,2021-09-15 13:22:22,25.31,61
6,2021-09-15 13:22:22,-9.21,50
8,2021-09-15 13:22:22,25.54,88
9,2021-09-15 13:22:22,32.64,55
1,2021-09-15 13:22:42,43.61,87
3,2021-09-15 13:22:42,34.13,63
7,2021-09-15 13:22:42,22.46,53
8,2021-09-15 13:22:42,31.99,49
9,2021-09-15 13:22:42,13.6,85
10,2021-09-15 13:22:42,-4.33,56
1,2021-09-15 13:24:39,34.69,81
6,2021-09-15 13:24:39,37.03,68
7,2021-09-15 13:24:39,25.17,45
8,2021-09-15 13:24:39,9.09,90
9,2021-09-15 13:24:39,21.33,90
10,2021-09-15 13:24:39,33.55,68
1,2021-09-15 13:26:06,-3.38,45
3,2021-09-15 13:26:06,-5.95,45
5,2021-09-15 13:26:06,50.95,87
6,2021-09-15 13:26:06,31.43,43
7,2021-09-15 13:26:06,32.07,91
8,2021-09-15 13:26:06,36.91,68
4,2021-09-15 13:27:45,12.27,51
7,2021-09-15 13:27:45,18.61,91
9,2021-09-15 13:27:45,18.62,84
10,2021-09-15 13:27:45,45.99,73
3,2021-09-15 13:28:06,1.68,46
4,2021-09-15 13:28:06,-5.89,40
6,2021-09-15 13:28:06,24.81,60
2,2021-09-15 13:30:06,-0.61,57
5,2021-09-15 13:30:06,49.67,61
6,2021-09-15 13:30:06,27.07,44
8,2021-09-15 13:30:06,3.68,79
9,2021-09-15 13:30:06,27.3,75
6,2021-09-15 13:31:04,16.85,62
7,2021-09-15 13:31:04,26.04,40
10,2021-09-15 13:31:04,-7.05,84
1,2021-09-15 13:32:05,32.97,55
2,2021-09-15 13:32:05,23.81,95
6,2021-09-15 13:32:05,50.11,68
1,2021-09-15 13:32:43,-3.42,41
3,2021-09-15 13:32:43,-2.68,95
5,2021-09-15 13:32:43,14.5,67
7,2021-09-15 13:32:43,25.12,95
1,2021-09-15 13:33:08,32.79,67
4,2021-09-15 13:33:08,6.79,42
5,2021-09-15 13:33:08,37.82,78
7,2021-09-15 13:33:08,-0.35,75
8,2021-09-15 13:33:08,46.12,65
10,2021-09-15 13:33:08,1.49,57
1,2021-09-15 13:34:07,1.49,80
4,2021-09-15 13:34:07,45.05,41
6,2021-09-15 13:34:07,-8.14,84
9,2021-09-15 13:34:07,-0.58,50
3,2021-09-15 13:35:22,-2.83,77
4,2021-09-15 13:35:22,14.49,56
5,2021-09-15 13:35:22,-9.65,49
7,2021-09-15 13:35:22,30.87,58
8,2021-09-15 13:35:22,22.24,61
9,2021-09-15 13:35:22,46.19,76
2,2021-09-15 13:37:00,33.67,91
4,2021-09-15 13:37:00,-5.53,53
5,2021-09-15 13:37:00,-2.17,81
9,2021-09-15 13:37:00,5.92,86
10,2021-09-15 13:37:00,47.55,90
1,2021-09-15 13:37:30,28.42,88
2,2021-09-15 13:37:30,19.45,55
3,2021-09-15 13:37:30,-0.29,78
4,2021-09-15 13:37:30,32.61,47
5,2021-09-15 13:37:30,42.13,76
6,2021-09-15 13:37:30,4.92,93
7,2021-09-15 13:37:30,50.91,80
9,2021-09-15 13:37:30,20.53,50
1,2021-09-15 13:37:56,-7.34,61
2,2021-09-15 13:37:56,-7.05,70
8,2021-09-15 13:37:56,0.61,69
10,2021-09-15 13:37:56,-7.8,48
1,2021-09-15 13:39:42,4.87,94
2,2021-09-15 13:39:42,7.94,48
3,2021-09-15 13:39:42,31.5,87
4,2021-09-15 13:39:42,5.8,56
6,2021-09-15 13:39:42,34.83,94
7,2021-09-15 13:39:42,-5.46,71
8,2021-09-15 13:39:42,37.1,61
4,2021-09-15 13:40:02,45.49,86
6,2021-09-15 13:40:02,47.44,74
8,2021-09-15 13:40:02,49.7,46
9,2021-09-15 13:40:02,22.66,58
2,2021-09-15 13:41:41,-2.72,72
3,2021-09-15 13:41:41,49.31,91
6,2021-09-15 13:41:41,29.4,56
1,2021-09-15 13:41:59,41.09,43
2,2021-09-15 13:41:59,17.86,78
7,2021-09-15 13:41:59,36.66,83
8,2021-09-15 13:41:59,9.79,84
10,2021-09-15 13:41:59,7.46,63
1,2021-09-15 13:42:56,2.97,88
2,2021-09-15 13:42:56,38.97,64
4,2021-09-15 13:42:56,46.64,91
6,2021-09-15 13:42:56,30.92,65
7,2021-09-15 13:42:56,9.13,95
10,2021-09-15 13:42:56,14.28,77
1,2021-09-15 13:43:37,3.62,70
5,2021-09-15 13:43:37,26.62,77
6,2021-09-15 13:43:37,27.2,90
8,2021-09-15 13:43:37,12.26,47
9,2021-09-15 13:43:37,26.12,65
10,2021-09-15 13:43:37,-6.0,79
1,2021-09-15 13:44:55,42.85,71
2,2021-09-15 13:44:55,29.82,55
3,2021-09-15 13:44:55,36.17,43
4,2021-09-15 13:44:55,37.85,87
6,2021-09-15 13:44:55,-9.38,48
8,2021-09-15 13:44:55,15.94,79
9,2021-09-15 13:44:55,34.33,56
1,2021-09-15 13:46:01,37.18,86
8,2021-09-15 13:46:01,-5.17,41
9,2021-09-15 13:46:01,14.73,76
10,2021-09-15 13:46:01,19.9,52
2,2021-09-15 13:46:17,10.82,40
6,2021-09-15 13:46:17,-2.61,78
7,2021-09-15 13:46:17,0.19,75
9,2021-09-15 13:46:17,39.16,56
7,2021-09-15 13:46:44,-2.8,73
1,2021-09-15 13:47:49,0.57,40
2,2021-09-15 13:47:49,-7.16,42
3,2021-09-15 13:47:49,5.69,63
5,2021-09-15 13:47:49,25.06,52
6,2021-09-15 13:47:49,31.77,76
1,2021-09-15 13:47:50,3.32,58
2,2021-09-15 13:47:50,14.61,57
3,2021-09-15 13:47:50,5.55,62
4,2021-09-15 13:47:50,15.82,48
6,2021-09-15 13:47:50,24.17,64
8,2021-09-15 13:47:50,13.44,48
1,2021-09-15 13:49:05,23.05,91
2,2021-09-15 13:49:05,19.15,84
4,2021-09-15 13:49:05,38.74,58
5,2021-09-15 13:49:05,15.48,51
6,2021-09-15 13:49:05,36.33,58
7,2021-09-15 13:49:05,38.89,77
10,2021-09-15 13:49:05,16.08,83
1,2021-09-15 13:50:20,21.07,64
2,2021-09-15 13:50:20,26.64,80
3,2021-09-15 13:50:20,49.66,90
4,2021-09-15 13:50:20,12.96,55
6,2021-09-15 13:50:20,45.68,53
8,2021-09-15 13:50:20,30.52,58
1,2021-09-15 13:50:57,44.98,82
4,2021-09-15 13:50:57,19.65,42
9,2021-09-15 13:50:57,-0.85,40
10,2021-09-15 13:50:57,26.47,93
2,2021-09-15 13:52:15,10.16,81
9,2021-09-15 13:52:15,9.97,59
4,2021-09-15 13:53:39,-3.98,50
6,2021-09-15 13:53:39,39.66,60
7,2021-09-15 13:53:39,47.04,91
2,2021-09-15 13:54:09,33.54,94
3,2021-09-15 13:54:09,39.77,68
4,2021-09-15 13:54:09,48.04,95
7,2021-09-15 13:54:09,24.13,63
9,2021-09-15 13:54:09,42.33,57
3,2021-09-15 13:55:18,-6.56,59
5,2021-09-15 13:55:18,3.07,56
6,2021-09-15 13:55:18,14.78,77
8,2021-09-15 13:55:18,24.88,48
3,2021-09-15 13:55:47,14.6,74
4,2021-09-15 13:55:47,18.66,58
5,2021-09-15 13:55:47,30.73,64
9,2021-09-15 13:55:47,31.1,57
10,2021-09-15 13:55:47,22.3,58
1,2021-09-15 13:56:52,27.4,61
2,2021-09-15 13:56:52,41.77,53
4,2021-09-15 13:56:52,2.2,83
6,2021-09-15 13:56:52,31.36,78
7,2021-09-15 13:56:52,6.28,57
8,2021-09-15 13:56:52,34.27,64
9,2021-09-15 13:56:52,34.18,76
1,2021-09-15 13:57:01,12.86,59
2,2021-09-15 13:57:01,11.17,62
3,2021-09-15 13:57:01,28.38,86
4,2021-09-15 13:57:01,16.36,85
5,2021-09-15 13:57:01,3.12,68
6,2021-09-15 13:57:01,10.53,43
7,2021-09-15 13:57:01,18.64,59
10,2021-09-15 13:57:01,3.46,51
2,2021-09-15 13:57:04,3.33,57
3,2021-09-15 13:57:04,13.83,57
4,2021-09-15 13:57:04,6.02,83
5,2021-09-15 13:57:04,14.95,85
7,2021-09-15 13:57:04,19.41,67
8,2021-09-15 13:57:04,1.99,53
10,2021-09-15 13:57:04,0.33,47
1,2021-09-15 13:58:51,25.57,52
2,2021-09-15 13:58:51,47.23,42
4,2021-09-15 13:58:51,31.66,73
6,2021-09-15 13:58:51,47.13,87
7,2021-09-15 13:58:51,43.17,70
9,2021-09-15 13:58:51,49.79,75
1,2021-09-15 14:00:07,19.14,47
3,2021-09-15 14:00:07,6.25,47
6,2021-09-15 14:00:07,42.93,70
8,2021-09-15 14:00:07,20.67,84
9,2021-09-15 14:00:07,5.16,41
1,2021-09-15 14:00:09,20.36,90
4,2021-09-15 14:00:09,6.99,74
5,2021-09-15 14:00:09,18.0,89
8,2021-09-15 14:00:09,33.91,66
2,2021-09-15 14:02:01,-0.67,95
4,2021-09-15 14:02:01,20.94,60
9,2021-09-15 14:02:01,8.03,86
6,2021-09-15 14:03:42,3.33,95
9,2021-09-15 14:03:42,1.34,68
1,2021-09-15 14:04:40,50.98,84
2,2021-09-15 14:04:40,-7.71,42
3,2021-09-15 14:04:40,-6.39,81
5,2021-09-15 14:04:40,43.46,72
8,2021-09-15 14:04:40,44.62,72
3,2021-09-15 14:05:10,12.31,58
5,2021-09-15 14:05:10,29.52,72
7,2021-09-15 14:05:10,-7.59,77
8,2021-09-15 14:05:10,39.61,50
1,2021-09-15 14:05:37,14.79,94
2,2021-09-15 14:05:37,-1.45,95
5,2021-09-15 14:05:37,49.02,90
6,2021-09-15 14:05:37,19.37,49
7,2021-09-15 14:05:37,4.41,93
1,2021-09-15 14:07:05,35.7,50
3,2021-09-15 14:07:05,5.41,87
4,2021-09-15 14:07:05,22.79,77
5,2021-09-15 14:07:05,0.24,85
9,2021-09-15 14:07:05,20.5,89
10,2021-09-15 14:07:05,38.87,76
2,2021-09-15 14:07:24,39.94,51
5,2021-09-15 14:07:24,32.07,72
6,2021-09-15 14:07:24,-8.23,53
7,2021-09-15 14:07:24,16.92,73
8,2021-09-15 14:07:24,15.2,54
10,2021-09-15 14:07:24,28.93,95
6,2021-09-15 14:08:54,34.0,74
7,2021-09-15 14:08:54,15.53,78
2,2021-09-15 14:10:20,14.58,67
8,2021-09-15 14:10:20,-7.9,56
9,2021-09-15 14:10:20,28.41,65
10,2021-09-15 14:10:20,42.89,40
5,2021-09-15 14:11:10,11.14,84
7,2021-09-15 14:11:10,48.38,69
8,2021-09-15 14:11:10,7.81,59
10,2021-09-15 14:11:10,33.05,40
1,2021-09-15 14:12:05,28.62,45
4,2021-09-15 14:12:05,24.4,69
5,2021-09-15 14:12:05,49.6,66
6,2021-09-15 14:12:05,11.13,91
8,2021-09-15 14:12:05,39.33,64
10,2021-09-15 14:12:05,-4.46,65
1,2021-09-15 14:14:00,31.82,52
2,2021-09-15 14:14:00,23.84,80
3,2021-09-15 14:14:00,38.33,71
6,2021-09-15 14:14:00,29.1,43
7,2021-09-15 14:14:00,47.47,49
9,2021-09-15 14:14:00,-0.86,81
2,2021-09-15 14:14:11,28.47,53
3,2021-09-15 14:14:11,27.59,49
4,2021-09-15 14:14:11,31.51,81
5,2021-09-15 14:14:11,8.44,72
6,2021-09-15 14:14:11,-0.69,68
7,2021-09-15 14:14:11,13.5,46
1,2021-09-15 14:14:59,30.98,93
2,2021-09-15 14:14:59,-2.73,45
3,2021-09-15 14:14:59,23.6,90
4,2021-09-15 14:14:59,13.71,41
7,2021-09-15 14:14:59,10.06,59
10,2021-09-15 14:14:59,-0.54,87
1,2021-09-15 14:15:34,19.54,63
4,2021-09-15 14:15:34,12.94,93
6,2021-09-15 14:15:34,1.12,52
7,2021-09-15 14:15:34,12.23,40
8,2021-09-15 14:15:34,15.92,89
9,2021-09-15 14:15:34,44.31,48
10,2021-09-15 14:15:34,43.13,85
1,2021-09-15 14:17:02,-6.14,90
2,2021-09-15 14:17:02,13.08,82
4,2021-09-15 14:17:02,30.88,70
5,2021-09-15 14:17:02,7.76,89
1,2021-09-15 14:18:21,35.36,69
4,2021-09-15 14:18:21,15.41,54
7,2021-09-15 14:18:21,18.27,76
9,2021-09-15 14:18:21,20.06,46
10,2021-09-15 14:18:21,27.06,45
4,2021-09-15 14:18:36,19.3,83
6,2021-09-15 14:18:36,15.08,65
3,2021-09-15 14:19:15,-2.2,72
4,2021-09-15 14:19:15,23.5,46
7,2021-09-15 14:19:15,1.38,56
1,2021-09-15 14:20:27,2.98,72
4,2021-09-15 14:20:27,19.58,84
5,2021-09-15 14:20:27,5.06,86
6,2021-09-15 14:20:27,2.07,62
7,2021-09-15 14:20:27,1.37,77
1,2021-09-15 14:20:57,29.17,79
2,2021-09-15 14:20:57,-4.0,49
3,2021-09-15 14:20:57,19.13,92
5,2021-09-15 14:20:57,47.83,52
6,2021-09-15 14:20:57,5.78,90
7,2021-09-15 14:20:57,46.68,83
9,2021-09-15 14:20:57,13.27,62
1,2021-09-15 14:22:15,17.83,72
3,2021-09-15 14:22:15,14.95,90
4,2021-09-15 14:22:15,7.53,88
7,2021-09-15 14:22:15,5.47,91
8,2021-09-15 14:22:15,49.76,83
1,2021-09-15 14:23:52,17.6,81
3,2021-09-15 14:23:52,24.6,75
9,2021-09-15 14:23:52,10.69,58
10,2021-09-15 14:23:52,9.99,58
1,2021-09-15 14:25:44,6.89,73
6,2021-09-15 14:25:44,42.75,43
7,2021-09-15 14:25:44,4.08,50
8,2021-09-15 14:25:44,-5.14,77
1,2021-09-15 14:26:59,43.28,84
2,2021-09-15 14:26:59,3.29,48
4,2021-09-15 14:26:59,10.2,75
6,2021-09-15 14:26:59,26.69,51
1,2021-09-15 14:27:50,9.75,74
3,2021-09-15 14:27:50,47.69,51
5,2021-09-15 14:27:50,38.94,44
6,2021-09-15 14:27:50,19.42,51
7,2021-09-15 14:27:50,34.17,72
9,2021-09-15 14:27:50,45.61,90
10,2021-09-15 14:27:50,46.45,91
1,2021-09-15 14:28:45,23.51,82
2,2021-09-15 14:28:45,5.08,62
4,2021-09-15 14:28:45,4.92,40
5,2021-09-15 14:28:45,-4.33,61
7,2021-09-15 14:28:45,39.35,48
8,2021-09-15 14:28:45,12.9,40
1,2021-09-15 14:29:51,28.8,70
3,2021-09-15 14:29:51,11.42,74
4,2021-09-15 14:29:51,42.33,83
6,2021-09-15 14:29:51,0.14,58
8,2021-09-15 14:29:51,23.39,78
1,2021-09-15 14:31:21,1.81,71
5,2021-09-15 14:32:04,25.01,59
10,2021-09-15 14:32:04,32.63,51
3,2021-09-15 14:32:28,26.41,71
6,2021-09-15 14:32:28,7.5,95
7,2021-09-15 14:32:28,18.38,45
9,2021-09-15 14:32:28,23.66,60
1,2021-09-15 14:34:06,-0.85,56
2,2021-09-15 14:34:06,-5.56,51
5,2021-09-15 14:34:06,4.69,74
7,2021-09-15 14:34:06,10.37,44
8,2021-09-15 14:34:06,36.39,60
2,2021-09-15 14:34:19,45.56,87
3,2021-09-15 14:34:19,0.27,87
4,2021-09-15 14:34:19,13.16,44
8,2021-09-15 14:34:19,36.88,84
9,2021-09-15 14:34:19,-9.56,82
10,2021-09-15 14:34:19,-5.8,55
4,2021-09-15 14:35:15,14.9,71
5,2021-09-15 14:35:15,37.46,76
8,2021-09-15 14:35:15,0.93,47
9,2021-09-15 14:35:15,16.57,61
10,2021-09-15 14:35:15,3.29,85
3,2021-09-15 14:36:08,45.97,57
6,2021-09-15 14:36:08,14.87,85
9,2021-09-15 14:36:08,40.39,55
10,2021-09-15 14:36:08,15.51,40
2,2021-09-15 14:36:54,22.37,87
3,2021-09-15 14:36:54,29.61,94
4,2021-09-15 14:36:54,5.23,95
6,2021-09-15 14:36:54,-0.84,42
8,2021-09-15 14:36:54,26.33,79
10,2021-09-15 14:36:54,19.66,85
3,2021-09-15 14:37:06,38.62,72
6,2021-09-15 14:37:06,1.09,56
7,2021-09-15 14:37:06,18.15,62
8,2021-09-15 14:37:06,-0.48,42
10,2021-09-15 14:37:06,11.88,42
1,2021-09-15 14:38:53,42.82,73
5,2021-09-15 14:38:53,-0.22,83
6,2021-09-15 14:38:53,19.21,72
1,2021-09-15 14:39:55,35.42,69
2,2021-09-15 14:39:55,16.98,80
3,2021-09-15 14:39:55,33.84,53
5,2021-09-15 14:39:55,5.02,60
7,2021-09-15 14:39:55,12.34,80
8,2021-09-15 14:39:55,41.68,93
9,2021-09-15 14:39:55,-5.57,71
1,2021-09-15 14:41:27,13.48,66
2,2021-09-15 14:41:27,-3.62,45
8,2021-09-15 14:41:27,34.95,56
9,2021-09-15 14:41:27,35.2,60
1,2021-09-15 14:41:36,30.92,90
3,2021-09-15 14:41:36,42.47,92
5,2021-09-15 14:41:36,42.07,60
7,2021-09-15 14:41:36,21.13,93
1,2021-09-15 14:42:13,2.1,90
2,2021-09-15 14:42:13,33.59,57
6,2021-09-15 14:42:13,19.84,61
7,2021-09-15 14:42:13,12.08,41
8,2021-09-15 14:42:13,-8.81,94
2,2021-09-15 14:43:18,25.12,80
3,2021-09-15 14:43:18,35.04,66
4,2021-09-15 14:43:18,22.48,65
5,2021-09-15 14:43:18,22.46,43
9,2021-09-15 14:43:18,6.47,67
3,2021-09-15 14:43:58,25.66,75
4,2021-09-15 14:43:58,-9.07,40
6,2021-09-15 14:43:58,24.47,68
7,2021-09-15 14:43:58,4.68,74
8,2021-09-15 14:43:58,26.46,72
10,2021-09-15 14:43:58,40.07,74
1,2021-09-15 14:45:56,-7.17,69
3,2021-09-15 14:45:56,-6.81,83
4,2021-09-15 14:45:56,30.61,93
6,2021-09-15 14:45:56,8.58,68
8,2021-09-15 14:45:56,6.39,48
10,2021-09-15 14:45:56,14.02,83
3,2021-09-15 14:46:38,-8.69,84
5,2021-09-15 14:46:38,2.83,66
7,2021-09-15 14:46:38,32.16,85
9,2021-09-15 14:46:38,30.64,61
3,2021-09-15 14:48:10,9.34,84
5,2021-09-15 14:48:10,15.99,59
6,2021-09-15 14:48:10,0.77,52
10,2021-09-15 14:48:10,21.77,86
1,2021-09-15 14:49:05,26.3,85
2,2021-09-15 14:49:05,30.6,66
4,2021-09-15 14:49:05,27.87,92
5,2021-09-15 14:49:05,48.55,70
6,2021-09-15 14:49:05,-2.13,44
8,2021-09-15 14:49:05,9.1,47
1,2021-09-15 14:50:04,15.33,52
2,2021-09-15 14:50:04,-3.33,53
3,2021-09-15 14:50:04,21.72,40
4,2021-09-15 14:50:04,13.73,82
8,2021-09-15 14:50:04,14.93,52
10,2021-09-15 14:50:04,-4.86,90
4,2021-09-15 14:51:19,41.4,92
5,2021-09-15 14:51:19,25.36,45
6,2021-09-15 14:51:19,2.0,47
1,2021-09-15 14:52:16,48.61,57
3,2021-09-15 14:52:16,2.25,76
4,2021-09-15 14:52:16,36.09,72
8,2021-09-15 14:52:16,-0.78,75
6,2021-09-15 14:53:56,8.22,74
8,2021-09-15 14:53:56,27.29,47
1,2021-09-15 14:53:58,21.07,70
2,2021-09-15 14:53:58,-6.69,92
3,2021-09-15 14:53:58,-1.87,71
4,2021-09-15 14:53:58,22.89,94
9,2021-09-15 14:53:58,26.28,86
10,2021-09-15 14:53:58,7.06,61
2,2021-09-15 14:55:02,13.4,82
4,2021-09-15 14:55:02,38.22,55
5,2021-09-15 14:55:02,19.42,64
7,2021-09-15 14:55:02,30.92,79
8,2021-09-15 14:55:02,44.31,44
10,2021-09-15 14:55:02,14.21,43
1,2021-09-15 14:56:53,50.39,60
2,2021-09-15 14:56:53,38.0,89
4,2021-09-15 14:56:53,38.36,73
5,2021-09-15 14:56:53,6.16,74
6,2021-09-15 14:56:53,34.9,48
7,2021-09-15 14:56:53,1.75,60
8,2021-09-15 14:56:53,46.56,64
9,2021-09-15 14:56:53,28.62,62
10,2021-09-15 14:56:53,30.19,75
4,2021-09-15 14:57:32,36.8,91
7,2021-09-15 14:57:32,45.92,45
8,2021-09-15 14:57:32,7.99,82
9,2021-09-15 14:57:32,9.45,44
2,2021-09-15 14:58:35,39.13,47
4,2021-09-15 14:58:35,47.32,48
7,2021-09-15 14:58:35,44.25,84
1,2021-09-15 14:59:48,23.44,72
5,2021-09-15 14:59:48,3.37,94
7,2021-09-15 14:59:48,14.6,85
8,2021-09-15 14:59:48,24.98,47
10,2021-09-15 14:59:48,9.17,47
4,2021-09-15 15:00:32,10.56,77
5,2021-09-15 15:00:32,27.37,74
6,2021-09-15 15:00:32,-1.68,61
7,2021-09-15 15:00:32,-7.56,90
10,2021-09-15 15:00:32,34.72,80
1,2021-09-15 15:01:46,41.31,61
7,2021-09-15 15:01:46,11.29,58
8,2021-09-15 15:01:46,28.54,92
9,2021-09-15 15:01:46,21.97,42
2,2021-09-15 15:01:51,28.92,84
3,2021-09-15 15:01:51,5.27,83
6,2021-09-15 15:01:51,43.44,89
9,2021-09-15 15:01:51,33.66,84
10,2021-09-15 15:01:51,48.64,78
1,2021-09-15 15:02:32,29.96,87
2,2021-09-15 15:02:32,32.92,82
3,2021-09-15 15:02:32,-0.38,42
4,2021-09-15 15:02:32,-7.17,90
5,2021-09-15 15:02:32,2.87,75
8,2021-09-15 15:02:32,17.46,44
1,2021-09-15 15:02:42,44.13,83
2,2021-09-15 15:02:42,42.45,69
3,2021-09-15 15:02:42,39.35,62
5,2021-09-15 15:02:42,22.6,56
6,2021-09-15 15:02:42,3.46,43
7,2021-09-15 15:02:42,-2.29,78
9,2021-09-15 15:02:42,10.2,65
1,2021-09-15 15:03:15,14.09,45
4,2021-09-15 15:03:15,33.06,50
8,2021-09-15 15:03:15,-6.37,69
9,2021-09-15 15:03:15,-5.74,92
10,2021-09-15 15:03:15,20.69,58
1,2021-09-15 15:03:50,21.07,94
2,2021-09-15 15:03:50,45.07,87
6,2021-09-15 15:03:50,7.45,45
9,2021-09-15 15:03:50,11.72,40
3,2021-09-15 15:05:30,32.52,64
4,2021-09-15 15:05:30,-5.81,48
5,2021-09-15 15:05:30,36.93,62
7,2021-09-15 15:05:30,3.32,70
8,2021-09-15 15:05:30,19.8,58
10,2021-09-15 15:05:30,9.63,62
5,2021-09-15 15:07:20,46.35,50
6,2021-09-15 15:07:20,-6.91,49
